iter	MultiClass
478	0.07810721736
479	0.07786214995
480	0.07778843216
481	0.0776218658
482	0.07752627211
483	0.07718847027
484	0.07694436708
485	0.07674706814
486	0.07657994119
487	0.07643711353
488	0.0762344708
489	0.07613957959
490	0.07603025478
491	0.07573890967
492	0.07541499449
493	0.07533018914
494	0.07521235491
495	0.07511441311
496	0.07495100776
497	0.07473028473
498	0.07461266576
499	0.07435563421
500	0.07401400806
501	0.07390114623
502	0.07379390448
503	0.07350446652
504	0.07336931936
505	0.07307519126
506	0.07290372804
507	0.07283314032
508	0.0726358588
509	0.0724776632
510	0.07220836097
511	0.07206172559
512	0.07193020603
513	0.07168929668
514	0.07149626909
515	0.07130708932
516	0.07118825264
517	0.07095247712
518	0.07075939597
519	0.07066368665
520	0.07051375623
521	0.07033169131
522	0.07021709424
523	0.07005386451
524	0.06983094246
525	0.06966726512
526	0.06927724947
527	0.06908670149
528	0.06896604758
529	0.06883322599
530	0.06866989905
531	0.06836136972
532	0.0682364585
533	0.06816870047
534	0.06801400365
535	0.06787459466
536	0.06774859161
537	0.06753899798
538	0.06737415344
539	0.06706917268
540	0.06692393085
541	0.06678495621
542	0.06664671668
543	0.0665229858
544	0.06645455303
545	0.06635663456
546	0.06626283525
547	0.06614420532
548	0.06598163343
549	0.06588715492
550	0.06579395922
551	0.06572169019
552	0.06559290825
553	0.06545343769
554	0.06527443063
555	0.06510213191
556	0.0649951454
557	0.06482735197
558	0.06471426129
559	0.06457280594
560	0.06447723967
561	0.06437446839
562	0.06427001488
563	0.06405844768
564	0.06398143963
565	0.06391264509
566	0.06381582526
567	0.06361308205
568	0.06358037187
569	0.06346852337
570	0.06333279439
571	0.06317769587
572	0.06315424527
573	0.06290238861
574	0.06280784674
575	0.06272909026
576	0.06244785199
577	0.06232535929
578	0.06224067555
579	0.06210389225
580	0.06201026836
581	0.06189020444
582	0.06170398529
583	0.06145695948
584	0.06135890137
585	0.06121708079
586	0.06107455166
587	0.06092224632
588	0.0607667713
589	0.06060287954
590	0.06044008537
591	0.06036893598
592	0.06024892781
593	0.06015164573
594	0.06006762696
595	0.06000355173
596	0.05990957686
597	0.05978574014
598	0.05967624348
599	0.0595626396
600	0.05940846694
601	0.05931271467
602	0.05923270758
603	0.05908576594
604	0.05899333674
605	0.05887859113
606	0.05863589175
607	0.05852025053
608	0.0584257842
609	0.05838378095
610	0.05828088548
611	0.05817933461
612	0.0580587141
613	0.0579140555
614	0.05783792962
615	0.0577677066
616	0.05768620712
617	0.05762166116
618	0.05748744701
619	0.05739964424
620	0.05730454274
621	0.05720554302
622	0.05709603951
623	0.05693878194
624	0.05682205946
625	0.05668203805
626	0.05661406864
627	0.05655048568
628	0.05643203766
629	0.05632640088
630	0.05619808232
631	0.05608313782
632	0.05598175837
633	0.05584495259
634	0.0557590304
635	0.05560699496
636	0.0555380629
637	0.05545767926
638	0.05534583922
639	0.05521147941
640	0.05514002926
641	0.05506002692
642	0.05490797516
643	0.05475263319
644	0.05462247312
645	0.05459143957
646	0.05449340915
647	0.0543830584
648	0.05430547897
649	0.05408865368
650	0.05400704681
651	0.05392816769
652	0.05384649869
653	0.05374829872
654	0.05363741228
655	0.05351124834
656	0.05344373221
657	0.05338082165
658	0.05332368089
659	0.05321754724
660	0.05313704396
661	0.05306174528
662	0.05295681537
663	0.05282510299
664	0.05270270176
665	0.05257569785
666	0.05249454847
667	0.05240307344
668	0.05234124877
669	0.05227312424
670	0.05219617224
671	0.05206030893
672	0.05196457364
673	0.05182165898
674	0.05163694034
675	0.05153190054
676	0.05133989175
677	0.05125201474
678	0.05108934087
679	0.05102528013
680	0.05094611557
681	0.05087206919
682	0.05078732333
683	0.05070987935
684	0.05060195989
685	0.05052485055
686	0.0504898205
687	0.05039732421
688	0.05031200935
689	0.0502603507
690	0.05013629985
691	0.05005324756
692	0.04997425836
693	0.04991214591
694	0.04982410482
695	0.04973852865
696	0.049663292
697	0.04960780503
698	0.04951652038
699	0.04946163808
700	0.04940808674
701	0.04928810606
702	0.04913878857
703	0.04899261222
704	0.04883270302
705	0.04875758878
706	0.04870350624
707	0.04866579021
708	0.0485686445
709	0.04847027682
710	0.04840719691
711	0.0483375882
712	0.04828013327
713	0.04821058985
714	0.04813410737
715	0.04803613334
716	0.04797057854
717	0.04787165255
718	0.04780354811
719	0.04769347028
720	0.04758799208
721	0.04740887724
722	0.04734507686
723	0.04729496432
724	0.04720627664
725	0.04715672821
726	0.04704765072
727	0.04697743686
728	0.04692333231
729	0.04687873241
730	0.0467837555
731	0.04661423883
732	0.04655108115
733	0.04646906096
734	0.04633550664
735	0.04629815197
736	0.04621617383
737	0.04614487855
738	0.04607092306
739	0.04594143365
740	0.04586618974
741	0.04580164802
742	0.04571805558
743	0.04563157158
744	0.04550155971
745	0.04539361154
746	0.04534579331
747	0.04528367264
748	0.04523064692
749	0.04519584928
750	0.04509281423
751	0.04505218179
752	0.04497784357
753	0.04494003022
754	0.04486880047
755	0.04482152023
756	0.04474430382
757	0.04470670888
758	0.04465777743
759	0.04459009117
760	0.04445508921
761	0.04436256603
762	0.04427246923
763	0.04419821336
764	0.04407489583
765	0.04401277329
766	0.04395999646
767	0.04388614849
768	0.04381415325
769	0.0437198362
770	0.0436763432
771	0.04363217829
772	0.04358678967
773	0.04353681146
774	0.04346438767
775	0.0433953328
776	0.04337121611
777	0.04330907349
778	0.04327686475
779	0.04323973981
780	0.0431649798
781	0.04309203359
782	0.04303038686
783	0.04292997026
784	0.04286507918
785	0.04277474555
786	0.04271266232
787	0.04265878762
788	0.04252794624
789	0.04245026526
790	0.04240001207
791	0.04235030098
792	0.04223658213
793	0.04216781514
794	0.04209906604
795	0.04202867769
796	0.04200145365
797	0.04194351003
798	0.04190771811
799	0.04186793209
800	0.04185156943
801	0.04176046071
802	0.04172084315
803	0.04167352143
804	0.04162734787
805	0.04157623901
806	0.04152451465
807	0.04148531547
808	0.04142922361
809	0.04134877374
810	0.04129022885
811	0.04124357349
812	0.04120730528
813	0.041145112
814	0.04104352263
815	0.04094850401
816	0.04088385254
817	0.04082968994
818	0.04077390604
819	0.04075235782
820	0.04067932944
821	0.04058826027
822	0.04052925254
823	0.0404617653
824	0.04041671859
825	0.04038646184
826	0.04028226602
827	0.0402089863
828	0.04015826447
829	0.04009891419
830	0.04003535371
831	0.03997365374
832	0.03988947069
833	0.03981616294
834	0.03978403958
835	0.03973642344
836	0.0396599878
837	0.03962936936
838	0.03953161038
839	0.03946233002
840	0.03941121108
841	0.03932518138
842	0.03927025594
843	0.03919992517
844	0.03914098979
845	0.03909356259
846	0.03906224076
847	0.03903122175
848	0.03897898851
849	0.03890980018
850	0.0388250685
851	0.03879045334
852	0.03873758338
853	0.03869786514
854	0.03862438641
855	0.03855806617
856	0.0384563826
857	0.03841409351
858	0.03837868146
859	0.03828719662
860	0.03824176186
861	0.03814771471
862	0.03807638094
863	0.03799670191
864	0.03797317907
865	0.03792421485
866	0.03784099571
867	0.03782106161
868	0.03776702507
869	0.03774181769
870	0.03764542474
871	0.03758526337
872	0.03751747859
873	0.03743625238
874	0.03741218091
875	0.03735426389
876	0.03727917485
877	0.03721171938
878	0.03715744729
879	0.03712193946
880	0.03710204477
881	0.03707266883
882	0.03699911754
883	0.0369382318
884	0.03684486174
885	0.03678761803
886	0.03673402816
887	0.03670782455
888	0.03665837597
889	0.03663052151
890	0.03658383714
891	0.03654894222
892	0.03645274161
893	0.03640952411
894	0.03636335432
895	0.03629611407
896	0.03621204472
897	0.03616469604
898	0.03610242409
899	0.03606213342
900	0.03602422692
901	0.03596801535
902	0.03585963161
903	0.03583605203
904	0.03576040412
905	0.03570976119
906	0.03566114672
907	0.0355784713
908	0.03554359686
909	0.03549569818
910	0.03546759186
911	0.03544007492
912	0.03538137372
913	0.03532365163
914	0.03528108632
915	0.03523804306
916	0.03516976804
917	0.03513970075
918	0.03506616751
919	0.03501000723
920	0.03495481053
921	0.03491935622
922	0.03489886041
923	0.03488191969
924	0.03483511392
925	0.03479746121
926	0.03476103911
927	0.03469818471
928	0.03461008048
929	0.03455395651
930	0.03449941752
931	0.03442231662
932	0.03436286428
933	0.03430013137
934	0.0342580312
935	0.03422024804
936	0.03416166416
937	0.03410241058
938	0.03404280486
939	0.03400883685
940	0.03388777227
941	0.03383224921
942	0.03378113826
943	0.03372528662
944	0.03368689187
945	0.03363226652
946	0.03356142214
947	0.03350629178
948	0.03346937961
949	0.03340852483
950	0.03334739635
951	0.03329569563
952	0.03321253977
953	0.03317342446
954	0.03315392327
955	0.03312649131
956	0.03307864513
957	0.03306086115
958	0.03303140227
959	0.03298190162
960	0.03292852922
961	0.032876753
962	0.03283385529
963	0.03280897291
964	0.03275664426
965	0.03273078332
966	0.03268201715
967	0.03262528425
968	0.03257080993
969	0.03253712295
970	0.03247139209
971	0.03244474689
972	0.03240298636
973	0.03237320949
974	0.03233775306
975	0.03228316382
976	0.03225165009
977	0.0321860982
978	0.03216351267
979	0.0321373971
980	0.03207661619
981	0.03204603766
982	0.03201060764
983	0.03192350617
984	0.03188453516
985	0.03182684449
986	0.03176543089
987	0.0317145502
988	0.03161136599
989	0.0315436197
990	0.03151983733
991	0.03142596897
992	0.03139349465
993	0.03134110401
994	0.03132412357
995	0.03126094923
996	0.03123025616
997	0.03118524956
998	0.03108213202
999	0.0310518713
